DI	AFF	INST	TI	NAT
10.1002/palo.20047	{Germany, Chile}	{ Univ Bremen, MARUM Ctr Marine Environm Sci, DE-28359 Bremen, Germany;  Alfred Wegener Inst Polar & Marine Res, Bremerhaven, Germany;  Univ Concepcion, Dept Oceanog, Concepcion, Chile;  Univ Concepcion, Ctr Climate & Resilience Res, Concepcion, Chile}	Changes in the advection of Antarctic Intermediate Water to the northern Chilean coast during the last 970 kyr	2
10.1016/j.ecss.2013.09.019	{MT 59812 USA, Chile}	{ Univ Concepcion, Dept Oceanog, Grad Program Oceanog, Concepcion, Chile;  Univ Montana, Dept Chem & Biochem, Missoula, MT 59812 USA;  Lab Proc Oceanog & Clima, Concepcion, Chile;  Univ Concepcion, Dept Oceanog, Ctr Climate & Resilience Res CR2, Concepcion, Chile}	Greenhouse gas emissions from the Tubul-Raqui estuary (central Chile 36 degrees S)	3
10.1038/ncomms3758	{Germany, CA 90095 USA, Chile, France}	{ Univ Paris 11, CNRS, UMR 8148, Lab Interact & Dynam Environm Surface IDES, F-91405 Orsay, France;  CEA, CNRS, Lab Mixte, LSCE, F-91198 Gif Sur Yvette, France;  Univ Concepcion, Ctr Climate & Resilence Res, Dept Oceanog, Concepcion 4070386, Chile;  Univ Calif Los Angeles, Dept Atmospher & Ocean Sci, Los Angeles, CA 90095 USA;  Alfred Wegener Inst Polar & Marine Res, D-27568 Bremerhaven, Germany;  Univ Paris 06, LOCEAN, F-75015 Paris, France}	Carbon isotope records reveal precise timing of enhanced Southern Ocean upwelling during the last deglaciation	1
10.1038/nature12670	{Brazil, Canada, Israel, Australia, AZ 86011 USA, Peru, Mexico, Tunisia, Peoples R China, CO 80523 USA, AZ 36011 USA, Morocco, OH 43210 USA, Ecuador, Chile, Kenya, Iran, Argentina, Venezuela, Spain}	{ Univ Pablo Olavide, Dept Sistemas Fis Quim & Nat, Seville 41013, Spain;  Univ Rey Juan Carlos, Dept Biol & Geol, Area Biodiversidad & Conservac, Escuela Super Ciencias Expt & Tecnol, Mostoles 28933, Spain;  No Arizona Univ, Sch Forestry, Flagstaff, AZ 86011 USA;  Colorado State Univ, Nat Resource Ecol Lab, Ft Collins, CO 80523 USA;  Univ Cordoba, Dept Ingn Forestal, E-14071 Cordoba, Spain;  Colorado State Univ, Dept Biol, Ft Collins, CO 80523 USA;  Inst Potosino Invest Cient Tecnol, Div Ciencias Ambientales, San Luis Potosi 78210, Mexico;  Univ La Serena, Dept Biol, Coquimbo Region 1700000, Chile;  Inst Nacl Tecnol Agropecuaria, Estn Expt San Carlos Bariloche 277, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina;  Univ Jaen, Dept Biol Anim Biol Vegetal & Ecol, Jaen 23071, Spain;  Univ Sfax, Fac Sci, Unite Rech Plant Divers & Ecosyst Arid Environm, Sfax 3018, Tunisia;  Univ Estadual Feira de Santana, Dept Ciencias Biol, Bairro Novo Horizonte 44036, Feira De Santan, Brazil;  Direct Reg Eaux & Forets & Lutte Desertificat Rif, Tetouan 93000, Morocco;  Univ New S Wales, Sch Biol Earth Environm Sci, Sydney, NSW 2052, Australia;  Univ Tecn Particular Loja, Inst Ecol, Marcelino Champagnat, Loja, Ecuador;  Univ Nacl San Juan, Dept Biol, Fac Ciencias Exactas Fis & Nat, Rivadavia, San Juan, Argentina;  Univ Bio Bio 447, Dept Ciencias Basicas, Lab Genom & Biodiversidad, Chillan 3780000, Chile;  Cent Univ Venezuela, Fac Agron, Inst Edafol, Caracas 1051, Venezuela;  Univ Nacl La Pampa, Fac Agron, RA-6300 Santa Rosa, La Pampa, Argentina;  Univ Expt Simon Rodriguez, Ctr Agroecol Trop, Lab Biogeoquim, Caracas 47925, Venezuela;  Ferdowsi Univ Mashhad, Dept Range & Watershed Management, Fac Nat Resources & Environm, Mashhad 917751363, Iran;  NE Normal Univ, Inst Grassland Sci, Changchun 130024, Jilin Province, Peoples R China;  Minist Educ, Key Lab Vegetat Ecol, Changchun 130024, Jilin Province, Peoples R China;  No Arizona Univ, Dept Biol Sci, Flagstaff, AZ 36011 USA;  Ohio State Univ, Dept Evolut Ecol & Organismal Biol, Columbus, OH 43210 USA;  Univ Quebec, Dept Sci Biol, Montreal, PQ H2X 3Y5, Canada;  Int Potato Ctr, Prod Syst & Environm Sub Program, Lima, Peru;  Univ New England, Sch Environm & Rural Sci, Dept Agron & Soil Sci, Armidale, NSW 2351, Australia;  Univ Centroccidental Lisandro Alvarado, Dept Quim & Suelos, Barquisimeto 3001, Venezuela;  Agr Res Org, Volcani Ctr, Inst Plant Sci, Dept Agron & Nat Resources, IL-50250 Bet Dagan, Israel;  Off Environm & Heritage, Buronga, NSW 2739, Australia;  Natl Museums Kenya, Dept Zool, Nairobi 7842000500, Kenya;  Agr Res Org, Dept Nat Resources & Agron, Minist Agr, IL-85280 Negev, Israel}	Decoupling of soil nutrient cycles as a function of aridity in global drylands	2
10.1175/JHM-D-12-0135.1	{Chile}	{ Univ Chile, Dept Geophys, Santiago, Chile;  Univ Chile, Ctr Climate & Resilience Res, Santiago, Chile}	Warm Winter Storms in Central Chile	2
10.1038/NCLIMATE1936	{HI 96815 USA, CA 92093 USA, NY 10964 USA, Chile, New Zealand', Argentina, Peoples R China}	{' Univ Hong Kong, Dept Geog, Hong Kong, Hong Kong, Peoples R China;  Univ Hawaii Manoa, Int Pacific Res Ctr, Honolulu, HI 96815 USA;  Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA;  Ocean Univ China, Phys Oceanog Lab, Qingdao 266100, Peoples R China;  Ocean Univ China, Ocean Atmosphere Interact & Climate Lab, Qingdao 266100, Peoples R China;  Columbia Univ, Lamont Doherty Earth Observ, Palisades, NY 10964 USA;  CCT CONICET, Inst Argentino Nivol Glaciol & Ciencias Ambiental, RA-5500 Mendoza, Argentina;  Univ Austral Chile, Fac Ciencias Forestales & Recursos Nat, Inst Conservac Biodiversidad & Terr, Lab Dendrocronol & Cambio Global, Valdivia, Chile;  Lanzhou Univ, MOE Key Lab Western Chinas Environm Syst, Lanzhou 730000, Peoples R China;  Univ Auckland, Sch Environm, Auckland 1020, New Zealand'}	El Nino modulations over the past seven centuries	1
10.1016/j.compfluid.2013.04.029	{Chile}	{ Univ Chile, Dept Geofis, Santiago, Chile}	CFD simulations of turbulent buoyant atmospheric flows over complex geometry: Solver development in OpenFOAM	1
10.1007/s00382-013-1823-8	{Greece, Chile, France}	{ Univ Chile, Dept Geophys, Santiago, Chile;  Univ Paris 06, LMD IPSL CNRS, F-75252 Paris 05, France;  Univ Crete, Environm Chem Proc Lab, Dept Chem, Iraklion 71003, Greece;  Univ Ioannina, Dept Phys, Lab Meteorol, GR-45110 Ioannina, Greece}	Winter weather regimes over the Mediterranean region: their role for the regional climate and projected changes in the twenty-first century	1
10.1175/JCLI-D-12-00584.1	{Canada, MA 02139 USA, England, PA 16802 USA, MD 20742 USA, Switzerland, Germany, Chile, MA USA, Belgium, Japan, MN USA, Russia, Denmark}	{ Simon Fraser Univ, Dept Geog, Burnaby, BC V5A 1S6, Canada;  Univ Victoria, Sch Earth & Ocean Sci, Victoria, BC, Canada;  Catholic Univ Louvain, Earth & Life Inst, Georges Lemaitre Ctr Earth & Climate Res, B-3000 Louvain, Belgium;  Open Univ, Milton Keynes MK7 6AA, Bucks, England;  RAS, AM Obukhov Inst Atmospher Phys, Moscow, Russia;  Potsdam Inst Climate Impact Res, Potsdam, Germany;  Penn State Univ, University Pk, PA 16802 USA;  Univ Exeter, Exeter, Devon, England;  Univ Bern, Inst Phys, Bern, Switzerland;  Univ Bern, Oeschger Ctr Climate Change Res, Bern, Switzerland;  JAMSTEC, Res Inst Global Change, Yokohama, Kanagawa, Japan;  MBL, Ecosyst Ctr, Woods Hole, MA USA;  Univ Minnesota, Minneapolis, MN USA;  MIT, Cambridge, MA 02139 USA;  Danish Meteorol Inst, Copenhagen, Denmark;  Tech Univ Denmark, Natl Space Inst, DK-2800 Lyngby, Denmark;  Univ Bristol, Sch Geog Sci, Bristol, Avon, England;  Univ Concepcion, Dept Geophys, Concepcion, Chile;  Univ Copenhagen, Niels Bohr Inst, Copenhagen, Denmark;  Univ Tokyo, Tokyo, Japan;  Univ Maryland, College Pk, MD 20742 USA}	Long-Term Climate Change Commitment and Reversibility: An EMIC Intercomparison	1
10.1038/NGEO1832	{Canada}	{ McGill Univ, Dept Earth & Planetary Sci, Montreal, PQ H3A 2A7, Canada;  Dalhousie Univ, Dept Oceanog, Halifax, NS B3H 4R2, Canada}	The acceleration of oceanic denitrification during deglacial warming	0
10.1016/j.quaint.2012.05.001	{Argentina, England, Chile}	{ Univ Austral Chile, Inst Ciencias Ambient & Evolut, Valdivia, Chile;  Univ Bristol, Sch Earth Sci, Bristol BS8 1TH, Avon, England;  Univ Catolica Temuco, Dept Anthropol, Santiago, Chile;  Univ Natl Ctr Prov Buenos Aires, Programa Doctorado, Buenos Aires, DF, Argentina}	The late Pleistocene Pilauco site, Osorno, south-central Chile	2
10.1371/journal.pone.0063956	{Chile, France}	{ Univ Concepcion, Lab Oceanog & Climate Proc PROFC, Dept Oceanog, Concepcion, Chile;  Ctr Climate Change & Resilience Res CR2, Concepcion, Chile;  Univ Concepcion, Grad Program Oceanog, Dept Oceanog, Concepcion, Chile;  Univ Paris 06, Banyuls S Mer, France;  Observ Oceanol, LOMIC, UMR 7621, CNRS, Banyuls S Mer, France}	Biological N2O Fixation in the Eastern South Pacific Ocean and Marine Cyanobacterial Cultures	3
10.1016/j.pocean.2013.03.005	{Germany, Chile}	{ Univ Concepcion, Dept Oceanog, Grad Program Oceanog, Concepcion, Chile;  Alfred Wegener Inst Polar & Marine Res, D-27515 Bremerhaven, Germany;  Lab Proc Oceanog & Clima, Concepcion, Chile}	Methane production induced by dimethylsulfide in surface water of an upwelling ecosystem	2
10.1038/NGEO1797	{Canada, Italy, Nepal, MA 02543 USA, Ethiopia, Wales, Argentina, Norway, Australia, CO 80305 USA, WA 98195 USA, NY 10964 USA, Germany, Chile, Belgium, Peoples R China, FL 32308 USA, Spain, CO 80309 USA, Denmark, Finland, TX 78712 USA, CA 92130 USA, Switzerland, England, New Zealand, France, Russia, Pakistan, AZ 86011 USA, South Africa, India, Sweden, Japan, AZ 85721 USA, NV 89512 USA}	{ Fed Urdu Univ Arts Sci & Technol, Dept Bot, Karachi 75300, Pakistan;  Columbia Univ, Lamont Doherty Earth Observ, Palisades, NY 10964 USA;  Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA;  Univ Addis Ababa, Sch Earth Sci, Addis Ababa, Ethiopia;  Indian Inst Trop Meteorol, Pune 411008, Maharashtra, India;  Univ Trieste, Dipartimento Matemat & Geoscie, I-34128 Trieste, Italy;  Swiss Fed Res Inst WSL, CH-8903 Birmensdorf, Switzerland;  Univ Montpellier, Dept Paleoenvironm & Paleoclimats PAL, F-34095 Montpellier, France;  Univ Bergen, Dept Archaeol Hist Cultural Studies & Relig, N-5020 Bergen, Norway;  Univ Austral Chile, Lab Dendrocronol & Cambio Global, Valdivia 567, Chile;  Univ Chile, Ctr Climate & Resilience Res, Santiago 2777, Chile;  Australian Antarctic Div, Kingston, Tas 7050, Australia;  Univ Tasmania, Antarctic Climate & Ecosyst Cooperat Res Ctr, Sandy Bay, Tas 7005, Australia;  NOAA, Cooperat Inst Res Environm Sci, Boulder, CO 80305 USA;  Johannes Gutenberg Univ Mainz, Dept Geog, D-55099 Mainz, Germany;  Chinese Acad Sci, Yunnan 666303, Peoples R China;  Nepal Acad Sci & Technol, Fac Sci, Khumaltar, Lalitpur, Nepal;  Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Beijing 100101, Peoples R China;  Univ Melbourne, Sch Earth Sci, Melbourne, Vic 3010, Australia;  Univ Complutense Madrid, Dept Astrofis & CC Atmosfera, E-28040 Madrid, Spain;  Catholic Univ Louvain, Lemaitre Ctr Earth & Climate Res, Earth & Life Inst, B-1348 Louvain, Belgium;  Univ Witwatersrand, Sch Geog Archaeol & Environm Studies, ZA-2050 Johannesburg, South Africa;  Hydrol Res Ctr, San Diego, CA 92130 USA;  Univ Bern, Oeschger Ctr Climate Change Res, CH-3012 Bern, Switzerland;  Univ Bern, Inst Geog, CH-3012 Bern, Switzerland;  Univ Helsinki, Dept Environm Sci, FIN-00014 Helsinki, Finland;  No Arizona Univ, Sch Earth Sci & Environm Sustainabil, Flagstaff, AZ 86011 USA;  Int Project Off, CH-3012 Bern, Switzerland;  Fukushima Univ, Dept Symbiot Syst Sci, Fukushima 9601248, Japan;  Stockholm Univ, Dept Phys Geog & Quaternary Geol, S-10691 Stockholm, Sweden;  Univ Paris 06, LOCEAN, F-575252 Paris, France;  Stockholm Univ, Dept Hist, S-10691 Stockholm, Sweden;  Nat Inst Water & Atmospher Res Ltd, Natl Climate Ctr Auckland, Auckland 1011, New Zealand;  Univ Giessen, Dept Geog Climatol Climate Dynam & Climat Change, D-35390 Giessen, Germany;  Lab Sci Climat & Environm, F-91191 Gif Sur Yvette, France;  Swansea Univ, Dept Geog, Swansea SA2 8PP, W Glam, Wales;  Desert Res Inst, Reno, NV 89512 USA;  CCT CONICET Mendoza, Inst Argentino Nivol Glaciol Ciencias Ambientales, RA-5500 Mendoza, Argentina;  British Antarctic Survey, Cambridge CB3 0ET, England;  Nagoya Univ, Dept Earth & Environm Sci, Nagoya, Aichi 4648601, Japan;  Univ Brighton, Sch Environm & Technol, Brighton BN2 4GJ, E Sussex, England;  Florida State Univ, Dept Earth Ocean & Atmospher Sci, Tallahassee, FL 32308 USA;  Helmholtz Assoc, Alfred Wegener Inst Polar & Marine Res, Dept Glaciol, D-27570 Bremerhaven, Germany;  Univ Exeter, Coll Life & Environm Sci, Exeter EX4 4RJ, Devon, England;  Univ New S Wales, Climate Change Res Ctr, Sydney, NSW 2052, Australia;  Univ New S Wales, ARC Ctr Excellence Climate Syst Sci, Sydney, NSW 2052, Australia;  Ctr Estudios Cient, Valdivia, Chile;  Univ Florence, Dept Chem Ugo Schiff, I-50019 Sesto Fiorentino, Italy;  Univ Texas Austin, Jackson Sch Geosci, Austin, TX 78712 USA;  Chinese Acad Sci, Inst Atmospher Phys, LASG, Beijing 100029, Peoples R China;  Russian Acad Sci, Inst Geog, Moscow 119017, Russia;  Univ Washington, Dept Earth & Space Sci, Seattle, WA 98195 USA;  Nat Ctr Antarctic & Ocean Res, Goa 403804, India;  Univ Arizona, Tree Ring Res Lab, Tucson, AZ 85721 USA;  Univ Ghent, Dept Biol, B-9000 Ghent, Belgium;  Univ Ottawa, Dept Geog, Ottawa, ON K1N 6N5, Canada;  Univ Copenhagen, Niels Bohr Inst, DK-2100 Copenhagen, Denmark;  Helmholtz Zentrum Geesthacht, Inst Coastal Res, D-21502 Geesthacht, Germany;  NOAA, Nat Climat Data Ctr, Boulder, CO 80305 USA;  Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA;  Shinshu Univ, Dept Forest Sci, Nagano 3994598, Japan}	Continental-scale temperature variability during the past two millennia	3
10.1111/j.1654-1103.2012.01480.x	{Chile}	{ Univ Catolica Norte, Fac Ciencias Mar, CEAZA, Larrondo 1281, Coquimbo, Chile;  Pontificia Univ Catolica Chile, Dept Ecol, Santiago, Chile;  Univ Concepcion, Dept Zool, Concepcion, Chile;  Univ Bio Bio, Dept Ciencias Basicas, Chillan, Chile;  Univ La Serena, Dept Biol, La Serena, Chile;  Univ Concepcion, Dept Bot, Concepcion, Chile;  Pontificia Univ Catolica Chile, Ctr Adv Studies Ecol & Biodivers, Santiago, Chile}	Positive interactions between the lichen Usnea antarctica (Parmeliaceae) and the native flora in Maritime Antarctica	7
10.1002/jgrd.50293	{Chile}	{ Natl Ctr Environm, Santiago 7880096, Chile;  Univ Chile, Dept Geophys, Santiago, Chile;  Ctr Climate & Resilience Res, Santiago, Chile;  Univ Chile, Ctr Environm Sci, Santiago, Chile}	Ozone distribution in the lower troposphere over complex terrain in Central Chile	4
10.1002/grl.50195	{Chile}	{Univ Chile, Dept Geophys, Santiago, Chile}	Sensitivity of Southern Hemisphere circulation to LGM and 4xCO2 climates	1
10.1007/s13280-012-0343-9	{DE 19716 USA, India, England, Ireland, Denmark, Scotland, IA 52242 USA, Peoples R China, Chile, Greece, Japan, Norway}	{ Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England;  Danish Meteorol Inst, Meteorol Res Div, Copenhagen, Denmark;  Univ Iowa, Dept Chem & Biochem Engn, Iowa City, IA 52242 USA;  Univ Delaware, Sch Marine Sci & Policy, Newark, DE 19716 USA;  Univ Chile, Dept Geofis, Santiago, Chile;  Univ Chile, Ctr Modelamiento Matemat, Santiago, Chile;  Univ York, Dept Environm, York YO10 5DD, N Yorkshire, England;  Univ Crete, Environm Chem Proc Lab, Dept Chem, Iraklion 71003, Greece;  SAMS, Scottish Marine Inst, Oban PA37 1QA, Argyll, Scotland;  Natl Univ Ireland, Ryan Inst Environm Marine & Energy Res, Galway, Ireland;  Natl Univ Ireland, Ryan Inst, Galway, Ireland;  Anna Univ, Inst Ocean Management, Madras 600025, Tamil Nadu, India;  NILU Norwegian Inst Air Res, CEE, N-2007 Kjeller, Norway;  Nagoya Univ, Grad Sch Environm Studies, Chikusa Ku, Nagoya, Aichi 4648601, Japan;  Univ Tokyo, Atmosphere & Ocean Res Inst, Ctr Int Collaborat, Kashiwa, Chiba 2778564, Japan;  Peking Univ, State Key Lab Environm Simulat & Pollut Control, Coll Environm Sci & Engn, Beijing 100871, Peoples R China}	Megacities and Large Urban Agglomerations in the Coastal Zone: Interactions Between Atmosphere, Land, and Marine Ecosystems	2
10.3989/egeol.40862.219	{Chile}	{ Univ Austral Chile, Inst Ciencias Ambientales & Evolut, Lab Paleoecol, Valdivia, Chile}	The extinct Lamini (Cetartiodactyla: camelidae) from Pilauco site (Chilean north Patagonia): preliminary taxonomic and taphonomic features	1
10.1068/c12173	{FL 33314 USA, Mexico, Chile, CO 80307 USA}	{ Natl Ctr Atmospher Res, Climate Sci & Applicat Program, Boulder, CO 80307 USA;  Metropolitan Autonomous Univ, Coyoacan 04960, DF, Mexico;  Corp Proyecta, Ctr Climate & Resilience Res, Santiago, Chile;  Nova SE Univ, Ft Lauderdale, FL 33314 USA}	Institutional capacity for climate change responses: an examination of construction and pathways in Mexico City and Santiago	1
10.3402/tellusb.v65i0.19822	{Chile}	{ Univ Chile, CNRS, Ctr Modelamiento Matemat, Santiago, Chile;  Univ Chile, Dept Ingn Matemat, Santiago, Chile;  Ctr Climate & Resilience Res CR2, Santiago, Chile;  Univ Chile, Dept Geofis, Santiago, Chile}	Analysis and evolution of air quality monitoring networks using combined statistical information indexes	4
10.5194/cp-9-1111-2013	{Canada, MA 02139 USA, Netherlands, England, PA 16802 USA, MA 02543 USA, Switzerland, Germany, Chile, Denmark, Belgium, Japan, MN USA, MD 20742 USA, Russia}	{ Univ Victoria, Sch Earth & Ocean Sci, Victoria, BC, Canada;  Simon Fraser Univ, Vancouver, BC, Canada;  Univ Tokyo, Atmosphere & Ocean Res Inst, Kashiwa, Chiba, Japan;  Japan Agcy Marine Earth Sci & Technol, Res Inst Global Change, Yokohama, Kanagawa, Japan;  Royal Netherlands Meteorol Inst, NL-3730 AE De Bilt, Netherlands;  Catholic Univ Louvain, Georges Lemaitre Ctr Earth & Climate Res, B-1348 Louvain, Belgium;  Open Univ, Milton Keynes MK7 6AA, Bucks, England;  RAS, AM Obukhov Inst Atmospher Phys, Moscow 117901, Russia;  Potsdam Inst Climate Impact Res, Potsdam, Germany;  Penn State Univ, University Pk, PA 16802 USA;  Univ Bern, Inst Phys, Bern, Switzerland;  Univ Bern, Oeschger Ctr Climate Change Res, Bern, Switzerland;  Marine Biol Lab, Ctr Ecosyst, Woods Hole, MA 02543 USA;  Univ Minnesota, Minneapolis, MN USA;  MIT, Cambridge, MA 02139 USA;  Danish Meteorol Inst, Copenhagen, Denmark;  Tech Univ Denmark, Natl Space Inst, DK-2800 Lyngby, Denmark;  Univ Bristol, Sch Geog Sci, Bristol, Avon, England;  Univ Concepcion, Dept Geophys, Concepcion, Chile;  Univ Copenhagen, Niels Bohr Inst, DK-2100 Copenhagen, Denmark;  Univ Reading, Natl Ctr Atmospher Sci Climate, Reading, Berks, England;  Univ Maryland, College Pk, MD 20742 USA}	Historical and idealized climate model experiments: an intercomparison of Earth system models of intermediate complexity	1
10.5194/acp-13-3409-2013	{Chile}	{ Univ Chile, Dept Geophys, Santiago, Chile;  Ctr Estudios Avanzados Zonas Aridas CEAZA, La Serena, Chile;  Ctr Climate & Resilience Res CR2, Santiago, Chile}	Meteorological observations on the northern Chilean coast during VOCALS-REx	3
10.5194/acp-13-2793-2013	{Canada, Australia, England, Denmark, HI 96822 USA, Germany, Chile, Switzerland, NJ 08544 USA, MN USA, Norway, New Zealand}	{ Univ Bern, Inst Phys, Bern, Switzerland;  Univ Bern, Oeschger Ctr Climate Change Res, Bern, Switzerland;  CICERO, N-0318 Oslo, Norway;  Univ Melbourne, MASCOS, Melbourne, Vic 3010, Australia;  Potsdam Inst Climate Impact Res, D-14412 Potsdam, Germany;  Max Planck Inst Meteorol, D-20146 Hamburg, Germany;  Met Off Hadley Ctr, Exeter EX1 3PB, Devon, England;  Univ Victoria, Sch Earth & Ocean Sci, Victoria, BC, Canada;  Open Univ, Milton Keynes MK7 6AA, Bucks, England;  Univ Hawaii, Sch Ocean & Earth Sci & Technol, Int Pacific Res Ctr, Honolulu, HI 96822 USA;  Princeton Univ, AOS Program, Princeton, NJ 08544 USA;  Univ Hawaii, Sch Ocean & Earth Sci & Technol, Dept Oceanog, Honolulu, HI 96822 USA;  Univ Minnesota, Dept Earth Sci, Minneapolis, MN USA;  Univ Melbourne, Sch Earth Sci, Melbourne, Vic 3010, Australia;  New Zealand Agr Greenhouse Gas Res Ctr, Palmerston North 4442, New Zealand;  Univ Concepcion, Dept Geophys, Concepcion, Chile;  Univ Copenhagen, Niels Bohr Inst, DK-2100 Copenhagen, Denmark;  ETH, Inst Atmospher & Climate Sci, Zurich, Switzerland}	Carbon dioxide and climate impulse response functions for the computation of greenhouse gas metrics: a multi-model analysis	1
